"Karl Hjalmar Branting and Christian Lous Lange ","Peace","1921","for their lifelong contributions to the cause of peace and organized internationalism"
"Charles Edouard Guillaume ","Physics","1920","in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys"
"Walther Hermann Nernst ","Chemistry","1920","in recognition of his work in thermochemistry"
"Schack August Steenberg Krogh ","Physiology or Medicine","1920","for his discovery of the capillary motor regulating mechanism"
"Knut Pedersen Hamsun ","Literature","1920","for his monumental work, Growth of the Soil"
"Léon Victor Auguste Bourgeois ","Peace","1920","for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations"
"Johannes Stark ","Physics","1919","for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields"
"Jules Bordet ","Physiology or Medicine","1919","for his discoveries relating to immunity"
"Carl Friedrich Georg Spitteler ","Literature","1919","in special appreciation of his epic, Olympian Spring"
"Thomas Woodrow Wilson ","Peace","1919","for his role as founder of the League of Nations"
"Max Karl Ernst Ludwig Planck ","Physics","1918","in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta"
"Fritz Haber ","Chemistry","1918","for the synthesis of ammonia from its elements"
"Charles Glover Barkla ","Physics","1917","for his discovery of the characteristic Röntgen radiation of the elements"
"Karl Adolph Gjellerup ","Literature","1917","for his varied and rich poetry, which is inspired by lofty ideals"
"Henrik Pontoppidan ","Literature","1917","for his authentic descriptions of present-day life in Denmark"
"Comité international de la Croix Rouge (International Committee of the Red Cross) ","Peace","1917","for the efforts to take care of wounded soldiers and prisoners of war and their families"
"Carl Gustaf Verner von Heidenstam ","Literature","1916","in recognition of his significance as the leading representative of a new era in our literature"
"Sir William Henry Bragg and William Lawrence Bragg ","Physics","1915","for their services in the analysis of crystal structure by means of X-rays"
"Richard Martin Willstätter ","Chemistry","1915","for his researches on plant pigments, especially chlorophyll"
"Romain Rolland ","Literature","1915","as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings"
"Max von Laue ","Physics","1914","for his discovery of the diffraction of X-rays by crystals"
"Theodore William Richards ","Chemistry","1914","in recognition of his accurate determinations of the atomic weight of a large number of chemical elements"
"Robert Bárány ","Physiology or Medicine","1914","for his work on the physiology and pathology of the vestibular apparatus"
"Heike Kamerlingh Onnes ","Physics","1913","for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium"
"Alfred Werner ","Chemistry","1913","in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry"
"Charles Robert Richet ","Physiology or Medicine","1913","in recognition of his work on anaphylaxis"
"Rabindranath Tagore ","Literature","1913","because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
"Henri La Fontaine ","Peace","1913","for his unparalleled contribution to the organization of peaceful internationalism"
"Nils Gustaf Dalén ","Physics","1912","for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys"
"Victor Grignard ","Chemistry","1912","for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry"
"Paul Sabatier ","Chemistry","1912","for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years"
"Alexis Carrel ","Physiology or Medicine","1912","in recognition of his work on vascular suture and the transplantation of blood vessels and organs"
"Gerhart Johann Robert Hauptmann ","Literature","1912","primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
"Elihu Root ","Peace","1912","for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries"
"Wilhelm Wien ","Physics","1911","for his discoveries regarding the laws governing the radiation of heat"
"Marie Curie, née Sklodowska ","Chemistry","1911","in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element"
"Allvar Gullstrand ","Physiology or Medicine","1911","for his work on the dioptrics of the eye"
"Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck ","Literature","1911","in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers’ own feelings and stimulate their imaginations"
"Tobias Michael Carel Asser ","Peace","1911","for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations"
"Alfred Hermann Fried ","Peace","1911","for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations"
"Johannes Diderik van der Waals ","Physics","1910","for his work on the equation of state for gases and liquids"
"Otto Wallach ","Chemistry","1910","in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds"
"Albrecht Kossel ","Physiology or Medicine","1910","in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"
"Paul Johann Ludwig Heyse ","Literature","1910","as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"
"Bureau international permanent de la Paix (Permanent International Peace Bureau) ","Peace","1910","for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement"
"Guglielmo Marconi and Karl Ferdinand Braun ","Physics","1909","in recognition of their contributions to the development of wireless telegraphy"
"Wilhelm Ostwald ","Chemistry","1909","in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction"
"Emil Theodor Kocher ","Physiology or Medicine","1909","for his work on the physiology, pathology and surgery of the thyroid gland"
"Selma Ottilia Lovisa Lagerlöf ","Literature","1909","in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
"Auguste Marie François Beernaert and Paul Henri Benjamin Balluet d’Estournelles de Constant, Baron de Constant de Rebecque ","Peace","1909","for their prominent position in the international movement for peace and arbitration"
"Gabriel Lippmann ","Physics","1908","for his method of reproducing colours photographically based on the phenomenon of interference"
"Ilya Ilyich Mechnikov and Paul Ehrlich ","Physiology or Medicine","1908","in recognition of their work on immunity"
"Rudolf Christoph Eucken ","Literature","1908","in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
"Klas Pontus Arnoldson and Fredrik Bajer ","Peace","1908","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
"Albert Abraham Michelson ","Physics","1907","for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid"
"Eduard Buchner ","Chemistry","1907","for his biochemical researches and his discovery of cell-free fermentation"
"Charles Louis Alphonse Laveran ","Physiology or Medicine","1907","in recognition of his work on the role played by protozoa in causing diseases"
"Rudyard Kipling ","Literature","1907","in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
"Ernesto Teodoro Moneta ","Peace","1907","for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy"
"Louis Renault ","Peace","1907","for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences"
"Joseph John Thomson ","Physics","1906","in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases"
"Henri Moissan ","Chemistry","1906","in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"
"Camillo Golgi and Santiago Ramón y Cajal ","Physiology or Medicine","1906","in recognition of their work on the structure of the nervous system"
"Giosuè Carducci ","Literature","1906","not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
"Theodore Roosevelt ","Peace","1906","for his role in bringing to an end the bloody war recently waged between two of the world’s great powers, Japan and Russia"
"Philipp Eduard Anton von Lenard ","Physics","1905","for his work on cathode rays"
"Johann Friedrich Wilhelm Adolf von Baeyer ","Chemistry","1905","in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds"
"Robert Koch ","Physiology or Medicine","1905","for his investigations and discoveries in relation to tuberculosis"
"Henryk Sienkiewicz ","Literature","1905","because of his outstanding merits as an epic writer"
"Bertha von Suttner ","Peace","1905","for her audacity to oppose the horrors of war"
"Lord Rayleigh (John William Strutt) ","Physics","1904","for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies"
"Sir William Ramsay ","Chemistry","1904","in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"
"Ivan Petrovich Pavlov ","Physiology or Medicine","1904","in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"
"Frédéric Mistral ","Literature","1904","in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Provençal philologist"
"José Echegaray y Eizaguirre ","Literature","1904","in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
"Institut de droit international (Institute of International Law) ","Peace","1904","for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane"
"Antoine Henri Becquerel ","Physics","1903","in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"
"Pierre Curie and Marie Curie, née Sklodowska ","Physics","1903","in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel"
"Svante August Arrhenius ","Chemistry","1903","in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation"
"Niels Ryberg Finsen ","Physiology or Medicine","1903","in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science"
"Bjørnstjerne Martinus Bjørnson ","Literature","1903","as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit"
"William Randal Cremer ","Peace","1903","for his longstanding and devoted effort in favour of the ideas of peace and arbitration"
"Hendrik Antoon Lorentz and Pieter Zeeman ","Physics","1902","in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"
"Hermann Emil Fischer ","Chemistry","1902","in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses"
"Ronald Ross ","Physiology or Medicine","1902","for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it"
"Christian Matthias Theodor Mommsen ","Literature","1902","the greatest living master of the art of historical writing, with special reference to his monumental work, A history of Rome"
"Élie Ducommun ","Peace","1902","for his untiring and skilful directorship of the Bern Peace Bureau"
"Charles Albert Gobat ","Peace","1902","for his eminently practical administration of the Inter-Parliamentary Union"
"Wilhelm Conrad Röntgen ","Physics","1901","in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him"
"Jacobus Henricus van ‘t Hoff ","Chemistry","1901","in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions"
"Emil Adolf von Behring ","Physiology or Medicine","1901","for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths"
"Sully Prudhomme ","Literature","1901","in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"
"Jean Henry Dunant ","Peace","1901","for his humanitarian efforts to help wounded soldiers and create international understanding"
"Frédéric Passy ","Peace","1901","for his lifelong work for international peace conferences, diplomacy and arbitration"
